"att1","att2","att3","att4","att5","att6","att7","att8","att9","att10","att11","att12"
11,-0.34925,3.2519,-7.250397,0.62088,-0.4529,1.6395,0.58889,0.8966,2.6269,0.58889,1
11,-0.61523,3.152347,-0.43701,-1.396248,0.015423,0.51555,0.86685,0.532019,-0.1048,0.972661,1
11,-0.50169,0.39786,-0.88856,-0.55763,-0.13413,1.0702,0.035827,0.36845,-0.33868,0.035827,1
11,0.07348,2.4754,0.19209,0.51274,0.14806,1.3287,0.044966,0.86026,0.596,0.08072,1
11,-0.52907,1.5926,-2.8055,0.18378,-0.50969,0.84925,0.033784,0.4939,2.1374,0.034722,1
11,-0.004463,1.3599,-0.06321,0.17657,0.039435,3.0193,0.000442,0.66715,0.36207,0.000662,1
11,-0.12993,3.2611,-0.31022,0.55915,-0.15193,1.467,0.17936,0.80644,-0.15508,0.85843,1
11,-3.1635,3.1959,-3.2348,0.49299,-1.7113,3.5021,0.86685,0.71751,-0.6861,0.972661,1
11,-0.13353,0.79969,-0.17661,-0.06395,-0.087309,1.2916,0.079205,0.2553,0.51013,0.16347,1
11,0.20022,2.1947,-7.250397,0.53033,0.21673,0.45404,0.2559,0.97422,1.236,0.2559,1
11,-1.1471,1.6698,-3.521,0.38039,-1.1853,0.58136,1.0763,0.94828,0.74765,1.0844,1
11,-1.6931,0.48773,-5.1467,-0.68533,-1.5222,2.0309,0.000925,0.65251,-0.52059,0.001443,1
11,-0.092049,0.503,-0.3474,-0.53211,-0.098471,0.021101,0.012568,0.53853,-0.065981,0.012568,1
11,-0.99702,0.98842,-1.3869,-0.007555,-0.53101,3.0503,0.0847,0.64473,0.46562,0.086559,1
11,-0.3625,0.80925,-0.41428,-0.1606,-0.3737,0.89138,0.035321,0.68136,0.1877,0.035321,1
11,-0.10517,0.92791,-0.006062,-0.059304,-0.1078,3.7351,0,0.76331,0.20867,0,1
11,0.24408,7.0244,0.24408,0.36538,0.36538,1.7633,1.3902,0.42604,15.488,1.3902,1
11,-0.44735,0.68797,-0.47693,-0.2447,-0.49845,4.9496,0.14691,0.53951,-0.088164,0.1551,1
11,-0.33527,0.96934,-0.1201,-0.02254,-0.15046,1.6535,0.09974,0.71263,0.091412,0.11732,1
11,-0.3859,0.24028,-0.89733,-0.18472,-0.25317,0.097183,0.006154,0.058423,1.6834,0.009331,1
11,-0.29106,1.4539,-0.29106,0.25973,-0.31576,0.36103,0.58418,0.83191,0.74771,0.58418,1
11,-0.059057,0.36193,-0.24872,-0.02703,-0.067121,0.004202,0.001527,0.015332,12.443,0.002681,1
12,-1.1341,0.38557,-4.9597,-0.90045,-0.76767,1.4492,0.012844,0.56505,-0.75881,0.032646,1
12,-0.096168,3.8002,0.16299,0.6071,-0.04145,1.2024,0.060184,0.8239,0.61029,0.17136,1
12,-0.17877,1.3014,-1.0484,0.16021,-0.12389,1.7446,0.033836,0.69169,0.010192,0.063022,1
12,-0.20872,0.17596,-1.1597,-0.7939,-0.12134,1.1251,0.004012,0.16952,0.003185,0.004012,1
12,-0.23629,2.8855,-4.175,0.52781,-0.12099,6.9e-05,1.9171,0.80774,-0.78995,1.9171,1
12,-0.11407,0.084707,-2.3781,-0.97197,-0.13932,1.1468,0.003036,0.089953,-0.14676,0.003303,1
12,-1.7463,0.061412,-62.179,-15.284,-0.19403,1.3433,0.009166,1,-0.93859,0.009166,1
12,-0.065247,2.1129,-0.81901,0.17537,-0.053217,1.0336,0.19751,0.33294,-0.29771,0.19751,1
12,0.42571,1.0281,-0.38559,0.023385,-0.019499,1.7803,0.005325,0.85573,0.17903,0.005426,1
12,-0.19273,1.0049,-0.094296,0.002085,-0.09296,1.9087,0.1323,0.42924,0.003255,0.30107,1
12,-0.056484,0.92474,-0.12872,-0.045761,0.016625,1.8626,0.005745,0.56226,0.32591,0.006084,1
12,-0.22822,0.39596,-0.72008,-0.45115,-0.000806,2.8909,0.18807,0.29573,0.019806,0.24675,1
12,-0.35381,0.61047,-0.6533,-0.48869,-0.41675,2.2812,0.067494,0.76589,-0.21538,0.068566,1
12,-0.13281,0.062931,-1.0561,-1.3015,0.020847,2.442,0.003222,0.087407,-0.31914,0.003284,1
12,0.16298,3.152347,-7.250397,-1.396248,0,0,45.238,0.532019,53.929,45.238,1
12,-1.4396,2.3462,-23.212,0.43826,-1.3631,0.1114,1.5544,0.76382,2.0716,1.5544,1
12,-0.74802,0.72882,-0.4656,-0.24368,-0.037439,2.7942,0.25106,0.65493,-0.17183,0.28122,1
12,1.086,5.6389,-1.3735,0.82064,-0.32924,0.74201,4.6944,0.99754,4.6528,4.6944,1
12,-0.50902,2.2801,-0.82773,0.089064,-0.15554,1.2524,0.70159,0.15864,-0.28283,1.1882,1
12,-0.73228,0.34476,-0.38646,-0.51606,-0.30969,1.513,0.028532,0.27154,-0.11005,0.037874,1
12,-0.085222,0.29224,-1.8737,-0.044476,-0.05538,0.18192,0.035256,0.018364,9.1901,0.050228,1
12,-0.36338,0.96529,-26.894,-0.02935,-0.32704,2.3906,0.02393,0.81621,0.037708,0.027273,1
12,0.24563,0.1015,-16.639,-6.0786,0.032751,22.717,0.021729,0.68668,-0.85257,0.021785,1
12,1.2644,0.784,-8.0206,-0.11929,0.07732,5.0214,0.014946,0.43299,-0.69606,0.088,1
12,0,3.1143,-7.250397,0.6789,0,0,3.0571,1,2.1143,3.0571,1
12,0.097358,0.20808,-2.9927,-2.2981,0.12867,3.7807,0.01668,0.60385,-0.65854,0.016833,1
12,-0.1992,1.2427,-0.6289,0.16043,-0.04762,1.9149,0.1567,0.82134,0.25294,0.17334,1
12,-1.136858,3.152347,-7.250397,-1.396248,-1.017833,1.364361,0.86685,0.532019,4.4235,0.972661,1
12,0.093233,2.063,-1.4594,0.33816,0.0521,1.2074,0.49353,0.65628,-0.43107,0.49353,1
12,-0.12022,2.9844,-0.030617,0.34399,0.009455,1.2364,0.033877,0.51733,0.28828,0.07013,1
12,-1.6186,8.305,-2.9415,0.39804,-0.003129,2.4264,0.50891,0.45252,-0.60903,0.50891,1
12,-0.62505,2.1898,-0.42603,0.43886,-0.17259,3.5202,0.36907,0.80771,-0.20372,0.85113,1
12,-1.1,3.152347,-7.250397,-1.396248,0,0,0.86685,0.532019,2.951268,0.972661,1
12,-0.50183,0.48648,-1.4626,-0.27494,0,0,0.012878,0.26046,-0.32005,0.020662,1
12,-1.0918,0.57943,-2.6252,-0.5531,-0.88964,3.3424,0.010817,0.76202,-0.30286,0.011798,1
12,-0.54915,0.27434,-12.25,-0.69754,-0.38752,0,0.081613,0.26371,0.040315,0.081613,1
12,-0.20093,0.25034,-12.919,-0.36737,-0.073607,4.317,0.020173,0.12268,0.086455,0.037889,1
12,-0.097786,0.19064,-0.14735,-0.2573,-0.010449,0.13396,0.039602,0.060607,-0.026115,0.11369,1
12,-0.051566,1.4549,-0.036662,0.10452,-0.002633,1.8263,0.11101,0.33425,0.44583,0.32726,1
12,-0.36278,1.8216,-8.8097,0.41441,-0.40637,0.14053,1.5236,0.91882,-0.87429,1.5236,1
12,-3.5878,0.13454,-3.7082,-3.702,-1.9,2.9735,0.000462,0.57551,-0.77346,0.000477,1
12,-0.24269,2.0876,-0.3656,0.33042,-0.14803,1.6494,0.024772,0.63421,0.002588,0.08133,1
12,-0.049195,0.18581,-0.28148,-0.84254,-1.017833,0.30641,0.036215,0.19228,-0.21965,0.036435,1
12,-0.20284,1.3736,0.085439,0.21609,-0.079601,1.7959,0.076726,0.79446,0.63697,0.08104,1
12,-0.24622,1.299,-3.0579,0.037613,-0.008863,1.0441,0.26804,0.16342,2.4471,0.26804,1
12,-1.136858,3.643,-7.250397,0.7255,-1.017833,1.364361,3.5247,1,2.643,3.5247,1
12,0.013904,7.3487,0.18857,0.22695,0.1427,0.38887,0.077397,0.2627,0.247,0.10127,1
12,0.16968,2.1195,0.32989,0.29344,0.22668,0.89799,0.56992,0.55556,2.815,0.56992,1
12,-0.13321,3.152347,-0.044641,-1.396248,-0.11968,0.30806,0.86685,0.532019,-0.041791,0.972661,1
12,0.091988,1.1103,-6.4467,0.06803,-0.13165,0.13369,0.32955,0.68465,0.50823,0.34308,1
12,-0.011956,3.152347,-0.081703,-1.396248,-0.017135,0.071195,0.86685,0.532019,0.092971,0.972661,1
12,-0.85357,0.074553,-0.62561,-1.2101,-0.8368,1.7108,0.000973,0.097485,-0.34578,0.001137,1
12,-0.11966,0.21619,-7.250397,-0.56676,-0.093965,1.1534,0.013965,0.15632,0.32837,0.01449,1
12,-0.055799,1.6617,0.045794,0.37582,-0.049882,1.7481,0.063323,0.94377,0.23226,0.090479,1
12,-0.21074,0.039193,-0.60405,-1.2249,-0.071034,0.12648,0.024588,0.049966,-0.25463,0.025875,1
12,0.18595,2.4121,0.25738,0.21235,0.29262,0.76616,0.41497,0.36272,1.0228,1.3054,1
12,-0.10923,1.7692,-0.045234,0.30203,0.016759,1.5217,0.047799,0.6947,-0.045333,0.12253,1
12,-0.090286,1.0351,-0.5061,0.004769,-0.024889,1.0466,0.30697,0.14067,-0.28899,0.30697,1
12,-0.9127,0.46029,-4.5784,-0.61249,-0.85664,1.709,0.026266,0.52236,-0.11882,0.026266,1
12,-0.19062,0.60498,-0.10199,-0.17996,-0.13781,0.54352,0.074096,0.27561,0.29727,0.12537,1
12,0.008012,0.39279,-0.19228,-0.22068,0.07259,0.80845,0.015858,0.14275,0.26661,0.0334,1
12,-0.63232,0.17326,-0.97819,-0.5051,-0.40188,0.39792,0.076449,0.10585,0.60667,0.076551,1
12,-0.15411,0.16707,-0.13831,-0.61003,-0.12045,0.35984,0.007719,0.12236,0.29903,0.007931,1
12,0.032868,0.72123,0.033343,-0.19176,0.084052,1.0618,0.004639,0.49612,0.16401,0.005793,1
13,-0.55691,0.17413,-2.1246,-2.1402,-0.30182,1.5559,0.001669,0.45125,-0.62633,0.001672,1
13,-0.1566,0.48501,-0.52916,-0.30788,-0.071552,1.1859,0.050057,0.28995,-0.05567,0.083021,1
13,-0.053402,1.4754,0.21078,0.26829,-0.040822,2.6221,0.060458,0.83261,0.53758,0.067334,1
13,-0.11233,1.182,-0.089889,0.086765,-0.061083,1.0494,0.018588,0.5634,0.30633,0.029854,1
13,-0.096881,0.61692,-0.84992,-0.20485,-0.05048,1.7483,0.14142,0.3299,-0.40718,0.16094,1
13,0.001273,2.6592,-2.0503,0.5425,0.00382,0.69628,0.044209,0.86947,0.7786,0.048685,1
13,-6.2935,0.1029,-17.503,-5.7325,-0.41695,4.3869,0.00931,0.6575,-0.85071,0.009321,1
13,0.042602,1.1564,-0.26447,0.021323,0.00532,0.28714,0.022975,0.15768,5.4984,0.024304,1
13,-0.31053,0.54578,-0.73046,-0.38016,-0.18746,0.69378,0.062759,0.45678,-0.020539,0.063749,1
13,-0.15448,0.28921,-0.20445,-0.26652,0.002748,0.25767,0.032956,0.10844,0.081001,0.067203,1
13,0.11549,0.67762,-0.84216,-0.19839,0.12525,1.0801,0.00204,0.41701,0.077502,0.003004,1
13,-1.1812,1.0268,-2.3414,0.019226,-0.31077,3.4304,0.079142,0.73648,-0.60033,0.08404,1
13,-0.166,2.5533,-0.68222,0.36554,0.026844,1.9291,0.070349,0.60086,-0.21608,0.22089,1
13,-0.34694,1.4362,-0.35819,0.25642,0.042317,1.9221,0.25278,0.84433,0.70094,0.25278,1
13,3.4584,0.86222,-2.2316,-0.1544,-0.29795,1.5838,0.001944,0.96622,-0.19436,0.002153,1
13,-0.47049,0.29584,-1.0269,-0.28861,-0.23946,0.43767,0.010636,0.12126,0.009117,0.024508,1
13,-0.04714,2.9231,0.089784,0.52524,-0.037927,2.0776,0.22905,0.79836,0.38045,0.57994,1
13,-0.3231,1.4675,-5.8974,0.27047,-0.19467,1.8299,0.22503,0.84903,0.21146,0.23404,1
13,-0.68991,0.62717,-1.3612,-0.43686,-0.23177,1.2937,0.11319,0.73487,-0.38495,0.11319,1
13,-3.7253,0.070387,-23.601,-4.6648,-2.0089,3.3025,0.019871,0.3532,-0.83397,0.023851,1
13,-1.136858,3.152347,-0.6725,-1.396248,-1.017833,1.364361,0.86685,0.035939,-0.31957,0.972661,1
13,-0.21002,0.60093,-1.1145,-0.27952,-0.2278,1.4386,0.014928,0.42091,0.11725,0.018237,1
13,-0.083785,0.59222,-0.58018,-0.081688,-0.038109,0.53407,0.036159,0.11864,-0.041383,0.18728,1
13,-0.95596,0.38492,-1.6108,-0.74032,-0.18834,1.4628,0.030099,0.46329,-0.53423,0.031949,1
13,-2.3716,0.56855,-9.5685,-0.22896,-2.2981,1.3031,0.039979,0.30171,-0.25267,0.10081,1
13,-0.038519,1.2262,0.10688,0.11831,-0.019536,1.7599,0.038648,0.64135,0.54155,0.045671,1
13,-0.16468,3.152347,-0.68384,-1.396248,-0.092722,0.76137,0.046747,0.532019,-0.075944,0.046747,1
13,-0.076453,0.073844,-0.70342,-1.2336,0.032829,0.22046,0.008907,0.098359,-0.28806,0.009029,1
13,-0.94914,0.78588,-0.81452,-0.22309,-0.39135,3.2968,0.038929,0.81878,-0.29362,0.052083,1
13,0.051962,3.8158,0.13901,0.21365,0.14632,0.57362,0.001246,0.28953,0.48035,0.009353,1
13,0.10953,1.5906,0.26256,0.21046,0.093097,0.9515,0.088866,0.56681,1.8062,0.088866,1
13,-0.83111,2.8076,-3.9167,0.43399,-0.56198,0.33418,2.2148,0.67408,2.5696,2.5843,1
13,-2.2512,0.35301,-4.3236,-0.59102,-1.3257,0,0.003299,0.32248,-0.54944,0.003566,1
13,-0.032943,3.2741,0.069566,0.59491,-0.025902,2.0694,0.00545,0.85651,2.7912,0.005496,1
13,-0.13575,0.55954,-0.05967,-0.29896,-0.054219,0.87073,0.00065,0.37978,0.074919,0.000806,1
13,1.421,2.8012,0,0.60567,1.8283,2.7411,1.4538,0.94193,1.1362,1.4538,1
13,0.037332,1.3061,0.10029,0.080486,0.05565,0.62063,0.096844,0.34346,0.85306,0.1872,1
13,-0.057121,1.2393,-0.10596,0.1301,0.036271,1.0235,0.009317,0.67369,0.68005,0.00976,1
14,-0.12122,1.2864,0.16179,0.10033,-0.136,1.5522,0.02201,0.45068,1.5297,0.024834,1
14,-0.049616,0.62457,-0.99739,-0.2806,0.002243,1.3032,0.008488,0.46681,-0.058221,0.010098,1
14,-1.7497,3.8273,-5.4341,0.569,-1.7511,1.1436,0.45424,0.77025,-0.35609,0.4715,1
14,-0.6578,0.45209,-2.4907,-0.3906,-0.10269,2.8815,0.054885,0.32229,-0.6654,0.056792,1
14,0.001515,1.1119,0.1942,0.032299,0.024961,0.82306,0.001453,0.32084,0.43746,0.00281,1
14,-0.32035,0.62573,-0.25499,-0.37805,-0.18453,1.6739,0.028342,0.63205,-0.009997,0.028342,1
14,-0.2324,1.4237,-0.023788,0.1162,-0.22766,3.669,0.18209,0.39047,0.0437,0.2983,1
14,-0.18067,3.3273,-0.6767,0.62604,-0.14618,1.4768,0.022551,0.89504,0.31842,0.063586,1
14,-1.1188,0.43781,-10.593,-1.1993,-0.65311,1.5655,0.054909,0.93399,-0.53125,0.054909,1
14,-0.9136,1.093,-3.0743,0.036164,-0.14742,2.3221,0.042172,0.42498,-0.52934,0.042172,1
14,0.034254,0.64052,-0.32762,-0.17086,0.04081,0.42268,0.12082,0.30443,0.13348,0.15931,1
14,-0.14306,0.22885,-0.0349,-0.31002,-0.042629,2.891,0.017785,0.092004,0.20391,0.030646,1
14,-0.030192,0.74237,-0.38437,-0.0678,0.10274,1.9702,0.17514,0.19536,-0.23265,0.55076,1
14,-0.77872,0.56851,-2.5034,-0.62679,-0.60734,2.5276,0.10522,0.82585,-0.48745,0.10522,1
14,-0.35749,0.05067,-5.1865,-3.1904,-0.288,3.6194,0.016255,0.17029,-0.73854,0.0185,1
14,-0.012667,0.040247,-34.347,-23.847,-0.013333,0,0.0022,1,-0.95975,0.0022,1
14,-0.077708,0.8359,0.21511,-0.091655,-0.069339,1.4549,0.010511,0.46688,0.19941,0.013699,1
14,-0.28512,0.73655,-0.28867,-0.24629,-0.13982,2.7406,0.025577,0.68858,-0.10449,0.028097,1
14,0.023744,2.0279,-3.3554,0.30961,0.12079,1.7122,0.70894,0.61082,-0.7493,0.70894,1
14,-0.8699,0.49537,-1.1313,-0.63657,-0.146,1.7884,0.043138,0.62489,-0.2705,0.043138,1
14,-0.56672,0.62431,-1.6513,-0.25772,-0.2476,1.4362,0.011164,0.42827,0.077898,0.015099,1
14,-0.35409,0.49552,-0.80049,-0.73475,-0.065709,1.8851,0.007737,0.72171,-0.314,0.007744,1
14,-0.41698,3.152347,-0.85202,-1.396248,-0.3849,0.026285,0.86685,0.532019,0.21052,0.972661,1
14,0.01463,1.2513,0.21855,0.18557,0.07399,1.7686,0.045246,0.92397,0.34035,0.045717,1
14,0.023008,0.36629,-0.78744,-0.24806,-0.006704,1.6406,0.088369,0.14338,0.65232,0.13663,1
14,-0.18621,0.70324,-0.34635,-0.098409,-0.17163,0.56629,0.012087,0.23321,0.22461,0.029765,1
14,-0.14373,0.036417,-0.33287,-0.2319,-0.11253,0.007187,0.006555,0.008764,3.1551,0.006555,1
14,-1.4171,0.88092,-3.0752,-0.10925,-0.69641,0.38192,0.37162,0.8082,0.089978,0.37162,1
14,-0.020693,2.7669,-0.012395,0.523,-0.016807,1.0621,0.19423,0.81901,0.57903,0.41554,1
14,-0.060064,0.98438,-0.21093,-0.012727,-0.016389,4.3724,0.08193,0.8019,0.1024,0.08193,1
14,-0.098233,1.8558,-0.1035,0.22921,-0.076506,2.0619,0.14332,0.49702,0.20399,0.42501,1
14,0.084752,1.8365,0.10355,0.43573,0.17784,2.7051,0.00902,0.95665,0.91967,0.00902,1
14,0.044079,5.2673,0.047748,0.59737,0.078015,1.4228,0.025707,0.73736,2.8855,0.044707,1
14,-0.2579,0.31283,-0.39617,-0.27369,-0.12833,0.096742,0.20774,0.1246,1.5084,0.20793,1
14,-0.054554,0.28149,-0.21893,-0.58535,0.02284,0.68687,0.000381,0.22932,0.14182,0.000381,1
14,-0.13976,0.36461,-0.14431,-0.36973,-0.13789,0.58059,0.052184,0.21216,0.7072,0.05253,1
14,-0.013782,2.6954,0.015948,0.17112,0.003495,0.48847,0.080499,0.27204,0.52395,0.38381,1
15,0.051753,1.3205,0.14362,0.087431,0.10174,0.982,0.002042,0.36026,0.18007,0.006212,1
15,0.1604,2.9416,-0.11539,0.3112,-0.096251,0.84621,0.064999,0.47147,0.076493,0.36475,1
15,-0.2249,0.78012,-0.64799,-0.1537,-0.10736,2.5069,0.00069,0.54532,-0.28736,0.001276,1
15,0.002743,1.8075,0.072957,0.35043,0.015268,2.4754,0.02294,0.78442,0.47951,0.03518,1
15,-2.0335,0.27267,-19.82,-1.6705,-1.5114,1.7668,-0.000311,0.62625,-0.5646,-0.000311,1
15,-0.084196,1.0707,-0.23597,0.013247,0.067817,1.2244,0.001286,0.20072,0.10929,0.006109,1
15,-0.34257,0.98764,-4.016,-0.006994,-0.15683,1.4576,0.22514,0.55884,0.31314,0.25838,1
15,-0.64365,0.52286,-4.3353,-0.71659,-0.56375,1.851,0.003845,0.78525,-0.43902,0.003946,1
15,-0.30674,0.56301,-0.32652,-0.12264,-0.039778,1.9681,0.039525,0.15801,0.77779,0.074331,1
15,-0.006151,2.8483,0,0.64891,-0.19884,4.742,0.36452,1,0.78054,0.46163,1
15,-0.42304,0.66143,-8.1218,-0.51187,0,0,0.004799,1,-0.33857,0.004799,1
15,-0.33298,1.5227,-1.7116,0.20451,-0.040442,2.2953,0.058143,0.59576,-0.40539,0.059866,1
15,-0.56738,2.0863,-0.20188,0.21119,-0.25821,2.3836,0.79039,0.40561,0.017659,0.91418,1
15,-0.30503,0.71383,-0.089954,-0.24393,-0.29837,0.72806,0.005942,0.60848,0.15824,0.006003,1
15,-0.011438,3.152347,-7.250397,-1.396248,0.04153,1.6463,0.86685,0.532019,0.56189,0.972661,1
15,-0.11489,1.6596,-0.16521,0.26717,0.020661,2.0397,0.034489,0.67226,0.62072,0.05029,1
15,-0.43651,0.69292,-0.62222,-0.087735,-0.19097,1.0207,0.011395,0.19797,-0.23299,0.047417,1
15,-0.66564,1.0479,-0.83342,0.031873,-0.50418,4.0268,0.004004,0.69784,0.47272,0.004004,1
15,-0.58062,0.043078,-0.56625,-0.76713,0.01528,0.32779,0.002349,0.034534,0.13081,0.002592,1
15,0.002555,151.48,-7.250397,0.9934,-0.005962,0,150.45,1,150.48,150.45,1
15,0.003389,2.3866,0.22427,0.43617,0.031128,2.0002,0.034683,0.75073,1.0575,0.05034,1
15,-2.1763,0.44308,-4.63,-0.77674,-0.61969,4.6602,0.008445,0.61796,-0.81555,0.027862,1
15,-0.15035,1.5959,-0.15468,0.26624,-0.14833,3.0366,0.079781,0.71306,0.20999,0.14757,1
15,-0.27701,3.152347,-2.3095,-1.396248,-0.20627,0.3425,0.86685,0.532019,-0.29145,0.972661,1
15,-1.136858,3.152347,-7.250397,-1.396248,-1.017833,1.364361,0.86685,0.532019,12.265,0.972661,1
15,-0.032209,0.4582,0.35225,-0.15899,-0.022889,0.002604,0.000467,0.13446,2.4078,0.000467,1
15,-1.4441,0.42497,-9.1917,-0.25613,-1.4099,0.096002,0.14194,0.18929,0.53277,0.20352,1
15,-0.37511,0.15853,-3.2678,-1.0137,-0.32189,0.001288,0.018881,0.19099,-0.18881,0.018881,1
15,-0.047358,1.4032,0.094535,0.19312,0.049878,1.8728,0.008244,0.67205,0.2862,0.013347,1
15,-0.080175,0.54161,-0.30717,-0.11994,-0.028804,0.48026,0.032675,0.14172,1.5447,0.048252,1
15,0.026713,0.94676,-0.22486,-0.037901,0.043087,1.2248,0.05943,0.67393,0.26884,0.065799,1
15,0.01081,1.37,-0.062904,0.093915,0.000391,0.39048,0.14532,0.34773,1.8673,0.18828,1
15,-0.4814,1.8662,-0.35973,0.37864,-0.29978,2.5878,0.42126,0.81579,-0.18204,0.42126,1
15,-0.19501,0.53893,-0.14189,-0.15573,0.090215,0.66046,0.12623,0.18203,0.77128,0.20798,1
15,-0.4664,1.2038,-0.51435,0.15262,-0.3111,6.0427,0,0.90151,0.33532,0,1
15,-0.90416,1.015,-1.2923,0.01301,-0.90199,0.17563,0.013473,0.88205,0.1507,0.013473,1
15,-0.079781,1.5684,-0.11972,0.24649,-0.019597,3.2297,0.023758,0.68013,0.45862,0.037313,1
15,-2.1479,1.8282,-3.9122,0.25985,-1.6579,0.10712,1.2561,0.5736,1.5386,1.5771,1
15,-0.34034,1.5525,-0.63397,0.1515,-0.2981,0.98292,0.22072,0.42572,2.1532,0.22072,1
15,0.050552,1.2379,0.040638,0.1817,0.11433,1.6576,0.005262,0.94554,0.29651,0.005313,1
15,0.18195,8.1919,0.15334,0.80328,0.29386,1.4508,1.7384,0.91497,7.9533,1.7384,1
15,0.096251,1.0403,-0.35808,0.029158,0.17986,1.537,0.000404,0.75305,0.33851,0.000411,1
16,-0.1335,2.2733,-0.098479,0.41474,-0.036391,2.0864,0.064946,0.74046,0.55263,0.12425,1
16,-0.2405,1.2914,0.25624,0.1544,-0.24489,1.4613,0.000373,0.68424,0.81756,0.000383,1
16,-0.21162,0.41668,-1.0207,-0.77236,-0.20097,0.95133,0.004021,0.55173,-0.24476,0.004021,1
16,-0.11097,0.83218,-0.11097,-0.049998,-0.075477,0.81794,0.069741,0.24793,0.89158,0.12375,1
16,-0.22733,2.6322,-0.50075,0.47959,-0.2504,1.0341,0.13425,0.77342,2.0588,0.13946,1
16,-0.46725,2.1294,-0.65849,0.36563,-0.44961,1.1711,0.16266,0.68936,0.04141,0.47769,1
16,-0.51777,1.0475,-1.0756,0.037789,-0.25099,2.6717,0.031103,0.83418,-0.21095,0.046742,1
16,-0.94118,3.4,-382.35,0.70588,-1,0,3,1,2.4,3,1
16,-0.47823,1.4093,-2.3962,0.1323,-0.10474,1.0182,0.009654,0.45554,-0.51795,0.051096,1
16,-2.1666,0.37223,-1.8722,-0.62827,-1.3676,4.9483,0.00789,0.37252,-0.59186,0.007963,1
16,-0.13975,1.5465,-0.14269,0.30801,-0.14627,2.4883,0.03918,0.87167,0.66715,0.039496,1
16,-0.089448,0.97248,-0.80361,-0.001706,-0.18089,0.23123,0.29139,0.060296,12.982,0.30275,1
16,-30.048,0.000704,-1006.3,-67.571,-30.048,0,0.000704,0.047619,-0.99168,0.000704,1
16,-0.034624,3.152347,-7.250397,-1.396248,0.064534,0.48182,0.86685,0.532019,-0.42092,0.972661,1
16,-0.41214,1.005,-0.036565,0.00348,-0.27131,4.9957,0.2807,0.69811,0.43048,0.2825,1
16,-0.037839,0.78938,0.026784,-0.096763,-0.042284,0.77604,0.079679,0.36266,0.62361,0.10593,1
16,0.006365,2.1535,0.24678,0.36672,0.037278,1.0752,0.0283,0.68465,1.3589,0.031935,1
16,-0.062888,1.25,-0.94897,0.16096,0.028092,13.082,0.072694,0.80469,-0.14281,0.077724,1
16,-0.076272,2.3266,-1.292,0.38547,0.008593,1.9327,0.003738,0.67603,-0.20734,0.01623,1
16,-1.3438,1.3414,-4.6015,0.13492,-1.3471,1.5898,0.14271,0.53008,1.5307,0.14271,1
16,-0.35423,0.23813,-0.29242,-0.532,0.017054,0.30439,0.023903,0.16628,0.27037,0.023903,1
16,-1.0442,0.40736,-3.7144,-0.32142,-0.84242,0.17453,0.17328,0.22094,-0.003218,0.32053,1
16,-0.028758,0.82156,-1.4801,-0.13655,0.037217,2.6901,0.020327,0.62868,-0.39227,0.031761,1
16,-0.21019,1.5704,-0.59937,0.22481,-0.055032,1.4872,0.027287,0.61896,0.96228,0.031735,1
16,-0.32576,0.77989,-0.60565,-0.10404,-0.16286,0.9847,0.046794,0.36863,0.3653,0.07251,1
16,-2.0376,0.19295,-6.1411,-1.9073,-0.3824,6.1362,0.074882,0.45601,-0.60594,0.080407,1
16,-1.1335,0.62172,-7.8648,-0.3478,-0.79899,1.4061,0.093946,0.57162,-0.1244,0.1167,1
16,-0.13187,1.9174,-0.081617,0.30992,-0.11348,1.826,0.042408,0.64774,0.18752,0.10027,1
16,0.40856,2.5867,-0.11857,0.48804,-0.036953,2.3389,0.34922,0.79562,1.7325,0.41552,1
16,-1.4666,1.9151,-10.861,0.31142,-1.5833,0.43006,0.65411,0.65175,0.16275,0.68453,1
16,-1.9187,1.0925,-2.7333,0.065656,-1.7603,3.8301,0.008127,0.77513,-0.52638,0.008127,1
16,-0.059154,0.51173,-0.16593,-0.24415,-0.042815,1.4032,0.029884,0.25588,0.48678,0.040141,1
16,-0.55806,0.91798,-0.76901,-0.052274,-0.52768,1.8094,0.19201,0.58504,0.27657,0.23373,1
16,-0.16132,1.1233,-0.10487,0.05815,-0.09662,1.8532,0.023786,0.52994,0.32438,0.036997,1
16,0.00053,1.2507,0.058599,0.13998,0.014538,2.2673,0.037454,0.6983,0.58849,0.041008,1
16,-0.038216,0.90946,-0.085788,-0.005734,-0.008565,0.22129,0.039122,0.057598,1.0445,0.29639,1
16,-0.29296,2.4688,-0.64249,0.43391,-0.13491,0.804,2.0906,0.72934,1.3784,2.1617,1
17,-0.084292,0.57725,0.054989,-0.27538,-0.043774,1.3105,0.001064,0.37602,0.37701,0.001111,1
17,-0.61667,1.6727,-0.57339,0.27579,-0.26987,3.8048,0.95505,0.6858,-0.31317,0.98365,1
17,-0.949,17.728,-1.4403,0.57514,-0.93465,0.47313,9.0464,0.60952,28.086,9.0464,1
17,0.008671,1.6118,-0.42145,0.33399,0.029268,2.3564,0.009661,0.8799,0.75104,0.010057,1
17,-2.5986,0.30589,-1.1739,-1.2059,-2.3792,7.8348,0.13591,0.53144,-0.42441,0.13591,1
17,-0.68826,0.8613,-0.090728,-0.11567,-0.56989,1.5614,0.024149,0.71827,0.17007,0.024149,1
