X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X94,X95,X96,X97,X98,X99,X100,X101,class
2,1215662,262398,2984679,180689,171604,1311359,6187481,0,0,1374137,391760,418972,2518999,8706480,1253302,343653,519868,433577,4027123,0,64225,4091348,883843,1714015,0,86175,2476819,0,2310,4614463,669,4615132,8706480,4798120,2661620,44398,-2253,0,813212,34558,4572,843198,719347,0,0.87,830693,721658,-26157,-434949,447543,1019457,2332,77412.85714,560681,497022,1057703,18441.57143,1520.214286,125004.1429,9.73,16.57,44.53,19,17.57,14.99,0.62,23.58,-0.65,14.69,-0.03,5.22,5.22,5.43,1.03,1.006667,32.09,42.34,80.3,57.95,55.12,41.89,22.7,35.14,153.65,115.08,88.65,46.99,53.01,261.35,34.6,94.063333,0.65,162.1,99.88,2.96,1.11,45.54,216.44,0
2,157181,190915,433441,38747,11062,180229,1011574,0,0,477226,5,55668,612580,1624154,78000,95036,183785,33530,402091,0,61295,463386,419700,637707,0,23264,80099,0,-1,1160769,0,1160769,1624154,388288,302751,-1301,0,0,-1050,10475,1269,8155,7685,0,0.02,419700,7684,-44299,-1629,1630,16940,269,77412.85714,-28721,154298,125576,18441.57143,1520.214286,125004.1429,0.46,0.66,22.03,0.95,2.1,1.98,2.37,20.96,-11.02,5.78,-0.11,2.77,2.77,0.93,0.01,1.006667,-32.48,-13.64,204.02,173.09,191.67,-11.33,-4.27,-7.57,251.58,197.12,39.92,28.53,71.47,243.23,14.91,94.063333,0.23,462.23,162.43,0.79,0.34,200.93,423.73,0
2,301536,117137,393453,27330,12298,189918,1561704,153937,0,688312,348995,245267,1601682,3163386,0,15205,193400,4586,268501,0,49548,318049,654918,1367060,0,83006,705391,0,549,2810924,34414,2845337,3163386,1137384,781013,-6933,16895,0,194117,10404,1081,203440,174018,0,0.26,654918,174567,170450,-203968,269430,-45769,549,77412.85714,-78739,380276,301536,18441.57143,1520.214286,125004.1429,5.57,6.26,31.33,15.74,17.89,15.3,0.82,15.25,63.48,14.46,0.26,4.29,4.29,1.74,0.27,1.006667,37.84,46.63,48.55,51.2,49.14,6.2,6.23,33.96,581.64,307.07,11.18,10.05,89.95,274.3,0.53,94.063333,0.36,119.05,65.19,1.19,0.41,74.99,109.26,0
2,447119,371860,235136,124650,103557,462311,1779025,29655,0,3359521,390621,151525,4564720,6343745,1544449,408283,531373,133252,3007785,365000,509090,3516875,634910,1549512,0,77112,227658,0,314092,2803284,23585,2826870,6343745,2801130,2613870,77997,150344,0,13076,10190,1416,21851,16598,0,0.03,634910,96363,209805,-125127,300430,-261481,-623,77412.85714,-177428,455581,278152,18441.57143,1520.214286,125004.1429,0.26,0.59,6.69,-4.75,0.78,0.59,0.31,8.57,6.98,24.04,0.33,4.42,4.42,4.41,-0.21,1.006667,-15.26,-50.23,-2098.41,-16.49,-12.88,-5.78,-4.91,2.94,59.15,38.49,124.41,55.44,44.56,85.11,90.23,94.063333,0.44,49,50.45,0.74,1,60.34,39.11,0
2,710051,232771,105679,20754,27647,176891,1426578,47293,1692,780948,239126,170590,1275481,2702059,50000,0,55825,10826,251885,0,102060,353945,590200,690252,0,325497,742165,0,0,2348114,0,2348114,2702059,1004819,277442,-11640,3202,0,363845,8234,2559,369521,316184,0,0.54,590200,316184,453666,-181627,49261,-293705,0,77412.85714,-21667,731419,709751,18441.57143,1520.214286,125004.1429,11.58,13.48,72.39,36.09,36.77,31.47,0.56,36.04,180.11,14.43,0.77,3.98,3.98,1.7,0.61,1.006667,13.24,12.22,12.45,11.34,11.54,4.76,4.36,3.55,566.36,427.24,15.07,13.1,86.9,230.19,2.13,94.063333,0.37,109.84,179.85,0.99,0.43,84.8,204.89,0
2,533547,245086,2237236,74778,100205,506079,3812212,18792,0,609477,99309,125167,1190108,5002320,302704,346153,346958,171557,1330032,160000,669035,1999068,939285,791012,0,158068,1095061,0,0,2983427,19825,3003252,5002320,4401150,3640091,30229,3387,0,109882,37835,2576,145140,127954,0,0.14,939285,127954,-84312,83672,62122,-203833,1031,77412.85714,-203443,686700,483256,18441.57143,1520.214286,125004.1429,2.55,4.22,17.29,3.07,3.3,2.91,0.8,13.16,-6.34,11.84,-0.09,3.18,3.18,4.69,0.14,1.006667,4.04,9.66,-23.67,-19.48,-17.45,3.8,5.67,10.25,286.63,234.29,66.56,39.96,60.04,488.49,36.89,94.063333,0.88,147.32,37.39,6.44,1.45,27.44,157.27,0
2,1991803,0,8047,84327,289068,2998640,5695713,0,0,2059604,1137147,553611,6496018,12191731,280000,66290,735051,1289371,4271225,743500,2283990,6555215,708303,1979824,0,261094,1909320,0,8599,4867139,769377,5636516,12191731,4433936,3576395,1880,27117,0,293623,2491,3814,292301,187505,0,0.38,615973,188975,-38799,-25925,594232,932862,-230,77412.85714,867905,1107878,1975783,18441.57143,1520.214286,125004.1429,1.65,3.98,18.98,5.74,6.63,4.25,-0.03,12.26,-0.91,35.85,-0.06,6.87,6.87,6.22,0.36,1.006667,1.71,9.39,-21.16,-25.06,-32.35,25.24,50.25,72.53,133.35,53.59,116.3,53.77,46.23,237.04,40.58,94.063333,0.39,0.44,201.81,1.64,0.94,60.75,141.5,0
2,125282,20084,488734,25418,11321,329894,1137316,0,0,283762,3602,31158,526958,1664274,4000,19423,285234,20787,354509,0,145290,499799,363910,480026,0,65063,196149,0,3947,1109094,55381,1164475,1664274,305045,215380,-2574,2420,0,-76821,7406,186,-69600,-67505,0,-0.18,363910,-65645,-39397,-37001,20122,-164,587,77412.85714,-75978,194610,118632,18441.57143,1520.214286,125004.1429,-3.96,-5.64,29.39,-14.89,-22.82,-22.13,2.37,44.61,-11.11,0,-0.11,3.05,3.05,0.84,-0.12,1.006667,-31.65,-41.37,-307.51,-284.25,-296.92,-6.01,-6.61,6.47,320.81,183.75,42.92,30.03,69.97,405.23,2.01,94.063333,0.18,485.01,413.48,1.08,0.25,352.34,546.15,0
2,458772,1826,356486,65573,55506,81494,1034956,59354,30622,230086,1351,103671,1463360,2498316,82418,0,43068,120785,447343,0,19404,466747,541492,1010823,0,51561,416235,0,1128,2021239,10330,2031569,2498316,742331,320872,1306,1616,0,65504,14390,178,79717,67439,0,0.14,541492,68517,-189924,-102146,46206,-107071,-119,77412.85714,-399263,835295,436030,18441.57143,1520.214286,125004.1429,2.7,3.36,56.78,9,10.74,9.08,1.91,47.12,-42.46,15.4,-0.35,3.73,3.73,1.37,0.12,1.006667,134.23,87.28,118.97,77.82,91.88,85.14,57.39,62.28,231.36,195.06,22.97,18.68,81.32,877.81,4.06,94.063333,0.3,100.7,71.84,3.27,0.37,55.38,117.15,0
2,538905,0,959327,281335,26999,37378,3420737,489167,0,1182206,0,34955,3499526,6920264,11000,0,133272,3213,225502,465000,566100,791602,2177150,3135310,0,21539,650950,0,53264,6038213,90448,6128661,6920264,871978,418742,-6473,34017,0,312695,2569,1009,314254,268726,0,0.12,2177150,297759,-248826,-4381975,1403170,4572613,1763,77412.85714,-56426,594795,538368,18441.57143,1520.214286,125004.1429,6.12,7.38,51.98,32,36.04,30.82,0.18,20.5,-110.34,14.49,-0.11,2.77,2.77,0.4,0.13,1.006667,85.5,50.89,14.12,32.24,32.58,393,500.24,44012.16,1516.94,677.48,12.92,11.44,88.56,557.74,7.77,94.063333,0.2,258.05,12.44,1.47,0.24,69.57,200.92,0
2,557516,616653,988211,85998,7942,1381940,3979326,1246,0,667771,22033,41494,794016,4773342,26318,625624,822931,46223,1723529,74000,199061,1922590,209729,1492122,0,78457,993246,0,-3849,2769704,81049,2850752,4773342,3053905,2394325,-13275,0,0,220894,28809,3087,246616,206573,0,1.01,209729,202920,-56112,-12614,192799,49803,3612,77412.85714,-15313,402830,387516,18441.57143,1520.214286,125004.1429,4.6,7.51,21.6,7.76,8.08,6.76,0.84,13.89,-3.26,16.24,-0.27,13.21,13.21,14.56,1.13,1.006667,35.35,15.59,6.76,18.67,16.58,17.99,10.37,13.64,230.88,126.16,67.44,40.28,59.72,424,25.46,94.063333,0.68,123.17,142.89,4.71,1.11,90.76,175.29,0
2,168366,2128,248893,11329,9949,136094,581516,51003,20463,240606,23688,71195,449842,1031358,109425,20209,59826,1667,222681,0,8912,231593,338130,308769,0,29263,129435,0,-5831,799765,0,799765,1031358,332922,212203,4058,-2821,0,19775,2438,1990,20223,13867,0,0.04,338130,28083,66441,-22582,21744,-59473,2981,77412.85714,-12635,102733,90097,18441.57143,1520.214286,125004.1429,1.34,1.75,36.26,8.53,6.07,4.17,0.13,25.99,29.84,31.43,0.2,2.37,2.37,0.98,0.08,1.006667,-7.78,1.36,3.12,-19.43,-30.84,-6.84,0.57,-6.47,261.14,192.8,28.96,22.46,77.54,302.6,16.21,94.063333,0.32,203.85,184.96,1.22,0.42,79.5,309.31,0
2,179349,236865,587832,28002,1756,641455,1675260,0,32384,2305463,666453,215480,3236198,4911458,611300,279298,383330,14968,1339698,0,27216,1366913,1119950,1309067,0,93210,952524,0,0,3474751,69793,3544545,4911458,1188468,848198,14565,0,0,135573,17337,1441,151469,130042,0,0.11,1119950,130042,305320,-266940,267900,-105235,0,77412.85714,-66855,204723,137867,18441.57143,1520.214286,125004.1429,2.68,3.73,28.63,11.75,12.74,10.94,1.34,15.09,22.79,14.15,0.27,3.1,3.1,1.06,0.12,1.006667,-0.36,15.99,15.62,12.12,13.39,2.72,5.55,1.13,125.05,75.08,38.56,27.83,72.17,119.27,25.13,94.063333,0.25,185.06,183.55,0.4,0.34,96.53,272.08,0
2,681876,471720,728485,34174,6972,489727,2488282,119160,0,1130620,403903,191641,2145566,4633848,352000,574636,808723,3921,1809906,0,135298,1945204,737556,1137043,4308,123158,632466,0,0,2634531,54113,2688644,4633848,2429533,1996615,10843,5404,0,134311,18680,3724,149267,131192,0,0.17,737556,131192,153920,9373,356567,-35683,110,77412.85714,127719,384837,512556,18441.57143,1520.214286,125004.1429,2.95,4.94,17.82,5.78,6.14,5.4,0.62,11.28,8.5,12.11,0.21,3.57,3.57,3.29,0.19,1.006667,8.21,14.27,24.28,6.25,6.3,14.1,3.44,25.2,137.48,104.37,72.35,41.98,58.02,175.21,34.46,94.063333,0.55,121.43,65.43,1.63,0.91,107.94,78.92,0
2,3354866,203614,770010,260566,231889,0,6323678,30195,113217,162091,0,5166,1041721,7365399,720000,0,15917,70837,3409034,0,82634,3491668,2044969,570951,0,303020,976034,0,38,3812380,61351,3873731,7365399,4193319,3222462,12977,7696,0,554639,13231,1628,566242,395832,0,0.19,2044969,395867,1439760,-119346,95107,-889080,-113,77412.85714,431218,2867892,3299109,18441.57143,1520.214286,125004.1429,5.36,10.53,23.15,13.77,13.5,9.44,0.28,6.68,42.23,30.09,0.7,1.86,1.86,2.05,0.28,1.006667,37.7,16.73,43.81,57.05,50.4,20.01,15.05,-20.54,185.5,134.02,90.14,47.41,52.59,2389.81,18.59,94.063333,0.57,63.92,0,24.37,1.12,1.82,62.1,0
2,179590,12136,146995,16401,4898,134358,614207,61489,1943,957814,106268,145117,1296800,1911007,146657,29050,157887,20479,378647,0,33082,411729,369256,799849,0,36214,291046,0,-16,1496348,2931,1499279,1911007,993327,837173,2481,14209,0,41224,6035,100,47159,40098,0,0.11,369256,40081,48293,-122638,73507,-7917,270,77412.85714,-81993,236153,154159,18441.57143,1520.214286,125004.1429,2.1,2.69,15.72,3.18,4.75,4.04,0.6,12.17,12.75,14.97,0.13,4.05,4.05,2.69,0.09,1.006667,8.16,21.22,21.44,11.18,9.73,2.81,1.73,6.59,162.21,90.75,27.46,21.55,78.45,140.9,11.72,94.063333,0.52,37.59,43.42,0.93,0.67,54.95,26.06,0
2,321505,368757,171933,13573,52450,57989,1284166,0,0,278420,74709,82588,737486,2021652,95000,0,33768,6314,268786,0,69157,337942,406000,410941,0,148969,680028,0,0,1645939,37771,1683710,2021652,642315,102489,287,4146,0,206174,15799,35,221938,199088,0,0.5,406000,199088,249332,-76327,83475,-193245,0,77412.85714,-20242,301526,281283,18441.57143,1520.214286,125004.1429,9.73,11.94,84.04,31.84,34.55,31,2.45,50.31,92.76,10.3,0.61,4.05,4.05,1.58,0.5,1.006667,-1.36,4.05,3.88,6.44,7.02,11.09,6.85,16.36,477.77,340.37,20.07,16.72,83.28,476.64,5.64,94.063333,0.31,254.67,153.39,1.83,0.39,91.37,316.69,0
2,268557,34336,502371,60625,14905,482596,1372503,196280,0,577685,149177,100942,1123228,2495731,457000,22,228191,7698,729890,0,21311,751201,931644,548851,0,18354,242424,0,3257,1744530,0,1744530,2495731,665267,597123,16247,7176,0,-6919,9813,1992,902,4467,0,0.01,931644,7445,34759,-42531,41465,-51142,-2201,77412.85714,-61117,183673,122555,18441.57143,1520.214286,125004.1429,0.18,0.26,10.24,-2.59,0.14,0.67,1.18,9.88,4.76,0,0.04,1.87,1.87,0.71,-0.02,1.006667,-5.83,-36.85,-207.21,-97.13,-86.4,-6.24,-3.87,-0.23,188.04,112.39,43.06,30.1,69.9,240.01,26.2,94.063333,0.26,238.63,210,0.92,0.38,100.88,347.75,0
2,163614,168653,525940,39395,62742,333282,1350087,0,0,466047,13263,49314,646908,1996995,1006330,60720,290637,59851,1526157,61150,109805,1635961,186836,1798695,0,15915,-1650090,0,2072,353427,7607,361034,1996995,1027840,962248,55129,0,0,-251935,29517,2205,-224624,-218072,0,-1.16,186836,-217469,-260869,-31857,32148,144906,109,77412.85714,-147712,280276,132564,18441.57143,1520.214286,125004.1429,-8.38,-46.42,6.38,-13.17,-21.85,-21.22,2.66,13.92,-17.09,0,-1.4,1.89,1.89,5.5,-0.72,1.006667,-55.42,-75.01,-812.16,-3978.18,-9593.82,-62.65,-78.56,-23.12,88.46,60.34,453.13,81.92,18.08,88.08,321.14,94.063333,0.39,286.65,109.43,2.13,2.19,155.19,240.89,1
2,608687,33642,429196,66719,1915,329371,1480432,0,0,239064,9324,79679,422549,1902981,220000,331283,109569,6704,678689,0,19621,698310,242712,775253,0,42932,143773,0,0,1204671,0,1204671,1902981,718850,601955,3418,0,0,26238,5891,332,31797,27273,0,0.13,210672,27273,-32019,-5297,5503,435159,3091,77412.85714,400932,40382,441314,18441.57143,1520.214286,125004.1429,1.68,2.67,16.26,4.84,4.42,3.79,0.77,10.56,-4.72,14.23,-0.15,5.72,5.72,3.41,0.17,1.006667,-13.69,6.51,9.89,-9.25,-9.65,46.36,43.72,-1.33,218.13,158.99,57.97,36.7,63.3,485,45.76,94.063333,0.44,155.08,143.99,2.85,0.7,47.61,251.46,0
2,309542,200,697951,28314,31653,1487799,2561883,11823,0,124438,0,32051,449462,3011345,2.00E+05,287029,14635,12492,1171029,0,0,1171029,398922,946215,0,68101,418345,0,-159,1831423,8894,1840316,3011345,1096247,524416,30620,138,0,22333,2242,62,24513,17871,0,0.04,398922,17754,62144,-40694,37695,9009,182,77412.85714,30640,190256,220896,18441.57143,1520.214286,125004.1429,0.59,0.98,52.16,6.74,2.24,1.63,0.2,41.88,5.31,27.1,0.16,4.59,4.59,2.75,0.19,1.006667,-9.63,-3.83,41.1,-23.01,-27.74,0.5,0.93,-8.85,218.77,88.75,63.63,38.89,61.11,1478.9,28.75,94.063333,0.36,175.03,771.22,8.52,0.6,18.85,927.41,0
2,834591,0,884486,455408,265133,775512,3230981,367897,0,262166,554,457469,4844435,8075416,649783,8559,465411,104938,2437160,0,827732,3264893,1307890,1465465,0,122549,1769161,0,47979,4703855,106668,4810523,8075416,2501635,1228437,47030,118996,0,487209,21888,2012,507085,425577,0,0.34,1307890,440297,318435,-1369358,290585,1462733,6987,77412.85714,418795,398546,817341,18441.57143,1520.214286,125004.1429,6.61,10.78,50.89,15.22,20.27,17.01,0.79,33,13.07,16.07,0.24,3.6,3.6,1.91,0.29,1.006667,33.65,25.08,17.16,21.16,14.61,60.78,60.13,0.84,132.57,81.42,67.87,40.43,59.57,2002.03,28.42,94.063333,0.39,88.32,134.43,9.65,0.63,72.15,150.6,0
2,528928,1671,330088,103050,107919,648883,2536856,46497,0,392012,15397,111436,1314957,3851813,240000,60055,284092,108058,947432,84841,94341,1041773,701816,348501,0,258070,1370034,0,1348,2679768,130272,2810040,3851813,2155264,1105707,-1871,20610,0,321192,15293,2984,333501,270123,0,0.37,701816,271441,222611,-386186,52057,14237,1263,77412.85714,-148075,589603,441526,18441.57143,1520.214286,125004.1429,7.36,9.88,48.7,14.46,15.47,12.53,0.57,33.38,23.5,19,0.32,3.82,3.82,3.07,0.44,1.006667,5.34,7.6,-7.12,-12.15,-18.34,20.69,10.35,-0.83,267.76,102.23,37.07,27.05,72.95,710.56,13.7,94.063333,0.59,38.06,161.56,5.31,0.79,72.18,127.44,0
2,1754965,633530,749511,39694,38877,291867,3536303,31573,0,971349,99334,994841,2658091,6194394,0,0,101424,4265,971438,60000,100666,1072104,1046016,181938,0,415014,3356458,0,1901,5001327,120963,5122290,6194394,2829291,725811,-23090,-88,0,1213858,17883,5403,1226338,1036074,0,0.99,1046016,1035918,1115824,-168724,164914,-199078,1516,77412.85714,749535,1005430,1754965,18441.57143,1520.214286,125004.1429,17.89,21.11,74.35,43.14,43.34,36.62,0.44,30.52,114.86,15.51,1.07,4.78,4.78,2.7,1.17,1.006667,10.19,10.89,12.32,11.79,11.69,19.37,18.51,5.87,364.03,327.24,20.93,17.31,82.69,484.02,1.17,94.063333,0.49,135.25,118.93,2.68,0.58,51.01,203.17,0
2,138325,106174,355824,46116,14240,307434,1028095,0,44868,181541,7861,49748,349694,1377789,139131,105718,20869,5598,313639,0,3427,317066,251600,616156,0,29997,183619,0,352,1060724,0,1060724,1377789,2704617,2621125,14549,4945,0,13700,2239,258,15681,9063,0,0.04,251600,9420,41808,-72821,19816,-43257,7,77412.85714,-74263,121336,47071,18441.57143,1520.214286,125004.1429,0.69,0.86,3.09,0.67,0.58,0.34,0.07,1.8,13.33,42.2,0.17,4.22,4.22,10.75,0.07,1.006667,19.49,10.97,932.94,52.79,22.42,12.04,0.61,-16.31,327.8,213.52,29.89,23.01,76.99,560.04,23.08,94.063333,2.05,44.24,31.53,13.32,2.56,2.59,73.17,0
2,789496,25754,455752,32583,12443,204722,1525834,169511,0,55682,154237,53764,689331,2215165,174873,2094,166855,82493,452626,0,265438,718064,376656,635546,0,53869,431029,0,0,1497101,0,1497101,2215165,288169,151678,3476,-9965,0,31454,37991,100,69346,56874,0,0.15,376656,56874,51872,-150982,23992,67120,0,77412.85714,-31990,808089,776099,18441.57143,1520.214286,125004.1429,2.61,3.86,47.36,15.42,24.06,19.74,13.15,29.95,11.46,17.98,0.14,3.97,3.97,0.77,0.12,1.006667,6.2,0.91,22.68,62.76,56.16,9.71,5.95,20.29,337.11,283.56,47.96,32.42,67.58,831.73,28.44,94.063333,0.13,467.69,381.95,1.4,0.2,345.16,504.48,0
2,649560,37412,225299,23295,10615,321805,1278088,123032,0,444590,104228,170925,1106784,2384872,433000,80066,126219,9328,703928,0,62181,766109,471315,1159018,0,19941,-94220,0,0,1556052,62711,1618763,2384872,354845,271909,13384,-36539,0,-32548,10086,122,-22585,-26238,0,-0.06,471315,-26238,-13913,-97081,78677,417805,387,77412.85714,307196,320361,627558,18441.57143,1520.214286,125004.1429,-1.27,-1.97,23.37,1.61,-6.36,-7.39,2.81,17.6,-1.98,0,-0.03,3.3,3.3,0.75,0.01,1.006667,58.4,87.07,133.75,53.75,46.67,30.5,42.52,19.22,181.57,131.19,47.33,32.12,67.88,294.95,31.69,94.063333,0.17,176.51,302.37,0.69,0.27,122.02,356.86,0
2,1347923,39996,1063323,54485,98136,920660,3584542,18490,12939,755158,3495,111293,2509084,6093625,584584,97592,308828,412542,1469052,288000,381831,1850883,703961,2902381,0,43565,455644,0,0,4105551,137192,4242742,6093625,1109388,725580,27701,-1899,0,118142,24011,2566,139586,112952,0,0.16,632919,112952,146687,-97865,83036,864803,0,77412.85714,913623,407273,1320896,18441.57143,1520.214286,125004.1429,2.02,3.07,34.6,12.42,12.58,10.18,1.93,18.89,9.99,19.08,0.23,6.49,6.49,1.75,0.22,1.006667,125.35,110.81,478.83,424.19,445.56,31.11,41.86,-0.8,244,173.55,43.62,30.37,69.63,597.21,23.02,94.063333,0.2,276.5,330.25,1.44,0.3,122.02,484.73,0
2,592922,15000,386375,75709,13123,1201242,2286006,35560,3149,7622218,450105,193742,8671968,10957974,2901000,25000,471048,117445,4461323,302000,409924,4871247,1110900,3955716,0,150429,515235,0,0,5732280,354446,6086727,10957974,6139815,5333546,154209,1785,0,449946,58391,1717,506621,507183,0,0.45,1110900,507183,930604,-717199,718332,-90154,0,77412.85714,123249,466672,589922,18441.57143,1520.214286,125004.1429,4.63,8.69,13.13,7.29,8.25,8.26,0.92,3.32,20.86,0,0.84,5.16,5.16,5.53,0.4,1.006667,21.35,8797.25,203.92,217.39,217.7,2.14,7.77,2.45,51.24,22.58,80.03,44.45,55.55,77.98,55.04,94.063333,0.56,14.64,67.77,0.74,1.05,32.87,49.53,0
2,236797,48482,931637,48374,30060,412859,1712545,1804,3580,1104165,133707,184221,1527687,3240233,1387700,15000,102678,179262,1750937,10000,132793,1883729,542700,347887,0,136359,232764,0,38139,1297848,58655,1356503,3240233,2499758,2155035,43363,1842,0,149319,17831,1839,165311,122453,0,0.21,542700,118982,323108,-100873,103389,-342457,17,77412.85714,-120206,260088,139881,18441.57143,1520.214286,125004.1429,3.89,9.12,13.79,6.21,6.61,4.9,0.64,5.46,18.45,25.93,0.6,2.39,2.39,4.61,0.29,1.006667,-6.14,0.61,13.15,-17.28,-18.07,-1.26,5.9,8.01,97.81,71.22,138.87,58.14,41.86,110.39,104.14,94.063333,0.8,91.94,54.65,2.05,1.86,11.77,134.81,0
2,922853,18558,342494,248096,60301,237118,1971192,20000,0,588499,19871,62347,1751740,3722932,327411,1292543,167928,123485,1975690,24000,535020,2510710,373600,372189,0,41249,411943,0,-5102,1193878,18343,1212221,3722932,1816504,1506284,14347,1236,0,65259,9808,238,74829,67269,0,0.18,373600,65164,172971,-230797,16589,632180,1920,77412.85714,576273,346580,922853,18441.57143,1520.214286,125004.1429,2.18,5.71,17.08,3.64,4.12,3.7,0.53,12.42,8.75,10.1,0.46,3.2,3.2,4.86,0.18,1.006667,87.65,70.89,235.07,587.36,463.11,71.2,8.24,-5.74,99.77,68.26,207.12,67.44,32.56,203.2,137.1,94.063333,0.59,46.86,42.56,2.96,1.54,30.97,58.45,0
2,1450591,553239,8703851,237588,129387,254729,11348781,176694,25124,2360467,73398,185287,3001773,14350554,954211,1276096,4585711,38530,8403601,29400,1430115,9833716,1032234,1052632,11591,95592,1962043,0,0,4154091,362747,4516838,14350554,8046637,7092408,104655,-1910,0,210564,45119,6955,248728,182357,0,0.18,1032234,182357,-988928,-129372,85272,312840,3,77412.85714,-805458,2058396,1252937,18441.57143,1520.214286,125004.1429,1.36,4.1,11.86,5.13,3.09,2.27,0.47,5.07,-11.77,26.68,-0.96,4.02,4.02,7.8,0.4,1.006667,8.44,-2.86,-15.09,-20.66,-24.78,9.65,6.37,-3.49,135.05,128.96,217.71,68.52,31.48,242.6,88.91,94.063333,0.6,270.86,10.1,3.24,1.81,160.32,120.64,0
2,754266,39828,644943,9331,48979,321053,1839505,6183,252404,765191,92968,221867,1520864,3360369,2000,263519,315313,10982,689528,3418,27578,717106,1430400,16158,0,101405,1002284,0,5474,2555721,87542,2643263,3360369,1670433,1174462,-16677,-1636,0,248433,6919,375,254976,211374,0,0.15,1430400,213105,87521,-141693,103771,-20440,5090,77412.85714,-69524,823791,754266,18441.57143,1520.214286,125004.1429,6.42,8.28,29.69,14.87,15.26,12.65,0.39,15.3,12.69,17.1,0.06,1.79,1.79,1.17,0.17,1.006667,20.4,14.88,15.2,13.21,10.3,5.38,9.73,7.5,266.78,218.13,27.13,21.34,78.66,308.41,10.38,94.063333,0.51,97.93,79.76,1.96,0.65,83.49,94.19,0
2,5176164,62665,10189,148689,129220,10744369,22060980,22324,0,7384488,1246919,1648988,13279227,35340207,0,1612000,774079,1341543,9951702,182,334666,10286368,1506988,741773,0,753494,22061433,0,196,25063884,-10044,25053839,35340207,14667079,5735804,-25444,267043,0,6428489,21958,9921,6440526,4822738,0,3.21,1506988,4822918,5510459,-1342502,381805,-3696367,-3219,77412.85714,468367,4707797,5176164,18441.57143,1520.214286,125004.1429,13.94,20.1,60.89,42.15,43.91,32.88,0.08,17.31,55.37,25.12,3.66,16.63,16.63,9.73,4.1,1.006667,7.36,7.21,6.21,7.67,8.1,10.73,13.69,0.81,221.68,54.04,41.06,29.11,70.89,290.24,6.43,94.063333,0.42,1.51,520.38,1.71,0.61,37.43,484.47,0
2,1569613,0,240695,277608,901322,16222781,19212018,48321,0,30160,0,0,459214,19671232,1295390,0,1062567,1090628,6294895,4915000,8393498,14688392,1734216,1307475,0,138761,1329092,0,0,4509544,473295,4982840,19671232,1779150,1415281,-14290,3048,0,41036,1417,192,42261,33579,0,0.01,1734216,33579,16346,-399951,942,-210444,0,77412.85714,-594051,2163665,1569613,18441.57143,1520.214286,125004.1429,0.17,0.82,20.45,2.02,2.38,1.89,0.07,10.2,0.26,20.54,0.01,2.6,2.6,1.03,0.02,1.006667,87.86,-5.62,138.54,150.01,128.54,38.67,74.63,-2.42,305.2,43.08,294.78,74.67,25.33,44351.25,196.75,94.063333,0.09,38.91,2855.54,57.89,0.44,245,2649.45,0
2,17531,0,20067,12649,48212,983,103785,0,0,7553,0,79,25859,129644,0,0,14848,27165,128934,0,0,128934,8.00E+05,256301,0,34655,-1090462,0,0,493,217,710,129644,76149,42109,692,0,0,-15528,179,3008,-18358,-18803,0,-0.02,8.00E+05,-18803,-19465,45624,646,-28405,0,77412.85714,-2247,19779,17531,18441.57143,1520.214286,125004.1429,-12.16,-185.96,44.7,-20.79,-24.11,-24.69,-3.72,61.72,-15.1,0,-0.02,0,0,0.1,-0.02,1.006667,-72.58,-79.28,88.76,88.13,87.94,-84.6,100.32,-97.64,80.49,66.55,18159.72,99.45,0.55,9.4,0,94.063333,0.49,60.83,4.84,8.82,7.53,96.11,-30.45,0
2,2397823,6520,1816754,257135,1295525,3281433,9253887,442582,0,491975,756630,26583,4689871,13943759,868306,236204,2472137,1119650,6418576,4237584,4972178,11390755,557327,500541,46814,34818,377831,0,-8014,1509315,1043689,2553004,13943759,3426485,3087537,101646,11808,0,1698,14665,5525,10838,5029,0,0.05,557327,-1047,-364579,-397317,636181,669296,3233,77412.85714,-89368,2370429,2281060,18441.57143,1520.214286,125004.1429,0.04,0.2,9.89,-0.02,0.32,0.15,0.27,6.18,-5.68,53.6,-0.65,2.71,2.71,6.15,0,1.006667,13.45,-23.24,-119,-39.71,-52.73,24.16,81.04,66.26,144.17,86.05,446.17,81.69,18.31,583.73,248.1,94.063333,0.26,148.3,269.61,3.45,1.34,224.1,193.81,0
